display_id,name,rarity,rarity_value,archetype,trend,frame,valor_brl,description,color_token,effect,contrast,hash
"KRV-125","NichoEsqc","trash","12","Influência","19","default","0.47","Nicho abandonado. 0 relevância. Fantasma do algoritmo.","#6B6B6B","low","-7","4e2d1f2d9d2e"
"KRV-126","FeedVazio","trash","14","Consumo","21","default","0.49","Timeline sem alma. Algoritmo confuso. Serve: anúncios.","#6B6B6B","low","-7","92e9bca50968"
"KRV-127","NotifGhost","trash","12","Preguiça","19","default","0.47","Notificação fantasma. Clica. Nada aparece.","#6B6B6B","low","-7","2dab7c732066"
"KRV-128","BotãoLike","trash","10","Impulso","16","default","0.43","Botão gasto de tanto usar. Critério: nenhum.","#6B6B6B","low","-6","744fc6ba523c"
"KRV-129","DMSeco","trash","13","Influência","20","default","0.48","DM sem resposta. Visto. Ignorado. Ghosting garantido.","#6B6B6B","low","-7","24e326c9b0bf"
"KRV-130","LinkQueb","trash","15","Informação","22","default","0.51","404. Promessa não cumprida. Hype desperdiçado.","#6B6B6B","low","-7","d9a7192295d8"
"KRV-131","HashtagMort","trash","11","Preguiça","18","default","0.45","Hashtag sem uso. Cemitério digital.","#6B6B6B","low","-7","476bb04a86b7"
"KRV-132","TemplateGen","trash","14","Consumo","21","default","0.49","Template Canva 1000x usado. Originalidade: 0.","#6B6B6B","low","-7","024427f69171"
"KRV-133","FiltroFake","trash","16","Consumo","23","default","0.52","Filtro que mente. ""Realidade aumentada"" do autoengano.","#6B6B6B","low","-7","63850cecb316"
"KRV-134","PlaylistBot","trash","12","Preguiça","19","default","0.47","Playlist gerada por IA. Soul: inexistente.","#6B6B6B","low","-7","35aab73f97e5"
"KRV-135","PixPromessa","trash","17","Ganância","24","default","0.54","QR code eterno. Nunca recebe. Esperança: morta.","#6B6B6B","low","-7","e15b8972c0b6"
"KRV-136","StoryExp","trash","13","Preguiça","20","default","0.48","Story de 24h esquecido. View: 3. Impacto: nenhum.","#6B6B6B","low","-7","9e2590ea47f3"
"KRV-137","PinOrphan","trash","11","Preguiça","18","default","0.45","Pin sem board. Perdido no vazio do Pinterest.","#6B6B6B","low","-7","b834360605a3"
"KRV-138","TagInútil","trash","14","Impulso","21","default","0.49","Tag que ninguém clica. SEO falhou.","#6B6B6B","low","-7","fa770b30db25"
"KRV-139","IconeCópia","trash","10","Consumo","16","default","0.43","Ícone genérico. Identidade: plagiada.","#6B6B6B","low","-6","7f26e7cbeec3"
"KRV-140","ViewCount0","trash","15","Influência","22","default","0.51","Contador travado em 0. Algoritmo esqueceu de você.","#6B6B6B","low","-7","374406b836d1"
"KRV-141","CacheGhost","trash","12","Preguiça","19","default","0.47","Cache corrompido. Dados: perdidos. Backup: nenhum.","#6B6B6B","low","-7","acdf174a56a2"
"KRV-142","ThreadUnfin","trash","16","Preguiça","23","default","0.52","Thread inacabada. ""Continua..."" Nunca continuou.","#6B6B6B","low","-7","e1f42ff35cf1"
"KRV-143","CarrosselVz","trash","13","Preguiça","20","default","0.48","Carrossel sem final. Swipe inútil.","#6B6B6B","low","-7","a640614a45a5"
"KRV-144","BannerGen","trash","14","Consumo","21","default","0.49","Banner stock. Marca: esquecível.","#6B6B6B","low","-7","d11e0affe43a"
"KRV-145","LogoFail","trash","11","Consumo","18","default","0.45","Logo feia. Feita no Paint. ""É provisório"" há 3 anos.","#6B6B6B","low","-7","bab174c0b104"
"KRV-146","AudioRuim","trash","17","Impulso","24","default","0.54","Áudio que dói. Qualidade: celular 2010.","#6B6B6B","low","-7","ffed422f8d0d"
"KRV-147","CropErrado","trash","12","Preguiça","19","default","0.47","Crop que cortou a parte importante. Repost: fail.","#6B6B6B","low","-7","3d7115158a8d"
"KRV-148","FonteCringe","trash","15","Consumo","22","default","0.51","Comic Sans não irônica. Design: morreu.","#6B6B6B","low","-7","cf72c7e2a99a"
"KRV-149","MemeRobado","trash","13","Preguiça","20","default","0.48","Meme sem créditos. Marca d'água visível. Vergonha.","#6B6B6B","low","-7","a745aceed380"
"KRV-150","QRMorto","trash","14","Informação","21","default","0.49","QR code expirado. Scan inútil.","#6B6B6B","low","-7","931cb390f10d"
"KRV-151","GifPesado","trash","10","Impulso","16","default","0.43","GIF de 50MB. Carrega: nunca.","#6B6B6B","low","-6","c98f32b99ffe"
"KRV-152","EmojiFlood","trash","11","Impulso","18","default","0.45","50 emojis. Mensagem ilegível. Propósito: ???","#6B6B6B","low","-7","ce2c929e418a"
"KRV-153","ThumbFalso","trash","16","Informação","23","default","0.52","Thumbnail clickbait. Vídeo não entrega. Decepção.","#6B6B6B","low","-7","44db5001896e"
"KRV-154","DescVazia","trash","12","Preguiça","19","default","0.47","Descrição: ""..."". Contexto: perdido para sempre.","#6B6B6B","low","-7","481c2dc4432b"
"KRV-155","MetaErrada","trash","15","Informação","22","default","0.51","Meta tag errada. SEO: sabotado pelo próprio criador.","#6B6B6B","low","-7","6ec0600a9459"
"KRV-156","CancelFraco","trash","17","Impulso","24","default","0.54","Tentativa de cancelamento. 10 pessoas. Esquecido em 2h.","#6B6B6B","low","-7","73ace5a5245d"
"KRV-157","TrendMorto","trash","14","Preguiça","21","default","0.49","Trend expirado. Ainda tentando usar. Cringe confirmado.","#6B6B6B","low","-7","9aaf28c687aa"
"KRV-158","HypeGone","trash","15","Influência","22","default","0.51","Hype evaporou. Ninguém lembra. Era pra ser grande.","#6B6B6B","low","-7","1ca991af6c8e"
"KRV-159","ViralFail","trash","13","Impulso","20","default","0.48","Tentou viralizar. 50 views. Família fingiu que viu.","#6B6B6B","low","-7","5fb3f0c2caec"
"KRV-160","BugIgnorado","trash","12","Informação","19","default","0.47","Bug reportado. Ignored. Closed: ""Working as intended"".","#6B6B6B","low","-7","d4d4c704a12a"
"KRV-161","BoicoFrac","trash","16","Impulso","23","default","0.52","Boicote com 12 participantes. Empresa nem notou.","#6B6B6B","low","-7","cb534d9273bb"
"KRV-162","MemeQuente","trash","18","Informação","25","default","0.55","Meme de 48h. Expirado. Contextless agora.","#6B6B6B","low","-7","4ca813017901"
"KRV-163","HashChal","trash","11","Preguiça","18","default","0.45","Challenge sem participantes. Só o criador tentou.","#6B6B6B","low","-7","cd05a96e17cb"
"KRV-164","SpaceVazio","trash","14","Influência","21","default","0.49","Space criado. 2 ouvintes. Ambos: AFK.","#6B6B6B","low","-7","e7104820e686"
"KRV-165","RaidFail","trash","10","Impulso","16","default","0.43","Raid sem viewers. Chegaram: 0. Constrangimento.","#6B6B6B","low","-6","7e1b3af141b6"
"KRV-166","ColabGhost","trash","15","Ganância","22","default","0.51","Colaboração prometida. Ghosting mútuo. Nada saiu.","#6B6B6B","low","-7","f8fd34015ccb"
"KRV-167","EventoCance","trash","17","Impulso","24","default","0.54","Evento online cancelado. 0 ingressos vendidos.","#6B6B6B","low","-7","a85e41919fbf"
"KRV-168","CrowdNone","trash","13","Ganância","20","default","0.48","Crowdfunding: R$50 de meta. Arrecadado: R$0.","#6B6B6B","low","-7","f057c48f086c"
"KRV-169","SorteioFake","trash","19","Ganância","26","default","0.56","Sorteio prometido. Ganhador nunca anunciado. Fake.","#6B6B6B","low","-7","4853d431dbc0"
"KRV-170","LiveDeserta","trash","12","Influência","19","default","0.47","Live de lançamento. 1 view: o próprio.","#6B6B6B","low","-7","0055b576fc48"
"KRV-171","PromoCrash","trash","16","Consumo","23","default","0.52","Promoção quebrou site. Vendeu: nada. Caiu antes.","#6B6B6B","low","-7","0c93b03d3304"
"KRV-172","UpdateBug","trash","14","Informação","21","default","0.49","Update que quebrou tudo. Rollback: vergonhoso.","#6B6B6B","low","-7","a8d7c3f656d4"
"KRV-173","PatchFail","trash","11","Informação","18","default","0.45","Patch que criou mais bugs. Hotfix: piorou.","#6B6B6B","low","-7","40b4db940e4b"
"KRV-174","ManutInf","trash","15","Preguiça","22","default","0.51","Manutenção eterna. Previsão: nunca volta.","#6B6B6B","low","-7","918a4a95c47c"
"KRV-175","ServMort","trash","13","Informação","20","default","0.48","Servidor caiu. Backup: não existe. Data loss total.","#6B6B6B","low","-7","e30af1e3ee33"
"KRV-176","ErroFatal","trash","10","Informação","16","default","0.43","Erro 500. Sempre. Resolução: impossível.","#6B6B6B","low","-6","96979c58c940"
"KRV-177","BanInjusto","trash","12","Impulso","19","default","0.47","Ban sem motivo. Appeal: negado. Automação falha.","#6B6B6B","low","-7","a6025084bd18"
"KRV-178","IdeiaViral","meme","42","Influência","55","neon","5.5","Teve a ideia antes. Não executou. Outro viralizou. Arrependimento eterno.","#FF8F1F","medium","-13","001d7aba3e46"
"KRV-179","DropShipper","meme","38","Ganância","48","default","4.8","Vende produto que nunca viu. Margem: 3%. ""Empresário"".","#FF8F1F","medium","-10","d6677a9010ba"
"KRV-180","CoachMin","meme","45","Ganância","58","neon","5.8","Vendeu 3 cursos. Comprador: a mãe, a tia e ele próprio.","#FF8F1F","medium","-13","e459d68eb303"
"KRV-181","PixGuru","meme","40","Ganância","52","default","5.2","Ensina a ganhar dinheiro. Ganha: com quem quer aprender.","#FF8F1F","medium","-12","9cf5fab4c584"
"KRV-182","TrendSurfer","meme","43","Influência","56","neon","5.6","Pula de trend em trend. Identidade: indefinida.","#FF8F1F","medium","-13","640c8272f2ec"
"KRV-183","SigmaBluff","meme","37","Impulso","47","default","4.7","Se diz sigma. Comportamento: beta documentado.","#FF8F1F","medium","-10","4a55a9e6bf31"
"KRV-184","EngajaBot","meme","41","Impulso","53","neon","5.3","Comenta em todos os posts. Engajamento: comprado.","#FF8F1F","medium","-12","c63e3d6d26da"
"KRV-185","BuzzHunter","meme","46","Informação","59","glow","5.9","Caça buzz. Opina sem ler. Energia: reação instantânea.","#FF8F1F","medium","-13","8529027d3e9e"
"KRV-186","ScrollMáq","meme","39","Preguiça","50","default","5","Scroll 6h/dia. Produtivo: 0h. ""Pesquisando"".","#FF8F1F","medium","-11","73e381ad1f64"
"KRV-187","PodLord","meme","44","Influência","57","neon","5.7","Podcast ""top"". 20 ouvintes. Monetizado: nunca.","#FF8F1F","medium","-13","fcd7b2e328b8"
"KRV-188","HustleLarp","meme","42","Ganância","55","default","5.5","Finge hustle. Acorda 11h. LinkedIn: acordei às 4AM.","#FF8F1F","medium","-13","baa60af4fe8d"
"KRV-189","CriptoMax","meme","48","Ganância","60","glow","6","All-in em cripto. Volatilidade: sua personalidade agora.","#FF8F1F","medium","-12","ef2fa4340496"
"KRV-190","TikStar","meme","40","Influência","52","default","5.2","100k seguidores. Engajamento: 50 likes. Bots confirmados.","#FF8F1F","medium","-12","652aacaa7086"
"KRV-191","GamerLost","meme","36","Preguiça","46","default","4.6","Joga 10h/dia. Skill: platina. Vida social: bronze.","#FF8F1F","medium","-10","c0242a085bfd"
"KRV-192","PinPregui","meme","38","Preguiça","48","default","4.8","Pinou a mesma coisa há 2 anos. Relevância: expirada.","#FF8F1F","medium","-10","a33c6079787d"
"KRV-193","AlgoFodido","meme","45","Influência","58","neon","5.8","Algoritmo shadowbanned. Insiste. ""Vai voltar"".","#FF8F1F","medium","-13","a4c97c16d2cd"
"KRV-194","MemeDealer","meme","43","Informação","56","default","5.6","Reposta memes. Sem crédito. Karma negativo.","#FF8F1F","medium","-13","b537a51e1b1e"
"KRV-195","GrindFake","meme","41","Ganância","53","default","5.3","Grindset falso. Real: preguiça documentada.","#FF8F1F","medium","-12","993f0ec24926"
"KRV-196","CloutFarmer","meme","47","Influência","59","glow","5.9","Faz qualquer coisa por atenção. Dignidade: opcional.","#FF8F1F","medium","-12","3210461d320b"
"KRV-197","TrapQueen","meme","39","Impulso","50","default","5","Cai em bait semanalmente. Nunca aprende.","#FF8F1F","medium","-11","d01a7467667a"
"KRV-198","RageFarmer","meme","44","Impulso","57","neon","5.7","Cultiva raiva. Colhe: mais raiva. Ciclo infinito.","#FF8F1F","medium","-13","03b3104c7f81"
"KRV-199","ViewCarol","meme","40","Influência","52","default","5.2","Caça views desesperadamente. Ética: negociável.","#FF8F1F","medium","-12","d6124e8df978"
"KRV-200","BaitMaster","meme","46","Impulso","58","glow","5.8","Mestre do bait. Morde o próprio. Ironia suprema.","#FF8F1F","medium","-12","b78f6e7168c5"
"KRV-201","InfluWannab","meme","38","Influência","48","default","4.8","Quer ser influencer. Talento: insistência.","#FF8F1F","medium","-10","1b7fde7ee29c"
"KRV-202","SkinInvest","meme","42","Consumo","55","neon","5.5","Investiu em skins. Valor: despencou. ""É investimento"".","#FF8F1F","medium","-13","e7413756a34f"
"KRV-203","MetaEscravo","meme","37","Impulso","47","default","4.7","Serve ao meta sem questionar. Autonomia: nenhuma.","#FF8F1F","medium","-10","ada583fdc882"
"KRV-204","PlayVício","meme","45","Preguiça","58","neon","5.8","Viciado em jogo. Justifica: ""É trabalho. Sou gamer"".","#FF8F1F","medium","-13","0db03b74fed5"
"KRV-205","TradeRekt","meme","43","Ganância","56","default","5.6","Perdeu tudo no trade. Culpa: mercado manipulado.","#FF8F1F","medium","-13","35bd4145a6e9"
"KRV-206","NFTCopeiro","meme","41","Consumo","53","neon","5.3","Comprou NFT no topo. Segura bag. ""Diamond hands"" forçado.","#FF8F1F","medium","-12","36d9ecf03da5"
"KRV-207","DropFlip","meme","39","Ganância","50","default","5","Dropshipping de dropshipping. Lucro: comissão da comissão.","#FF8F1F","medium","-11","0a0d1c52da7a"
"KRV-208","GhostPost","meme","44","Preguiça","57","default","5.7","Postou 1 vez. Sumiu. ""Focando em mim"".","#FF8F1F","medium","-13","73db4eaf56ab"
"KRV-209","ToxicKing","meme","46","Impulso","59","glow","5.9","Tóxico em tudo. Banido 10 vezes. Cria nova conta. Repete.","#FF8F1F","medium","-13","efdb9355ff09"
"KRV-210","CópiaPura","meme","40","Influência","52","default","5.2","Copia conteúdo 1:1. ""Me inspirei"".","#FF8F1F","medium","-12","067f67c3c3e9"
"KRV-211","BuzzKill","meme","38","Informação","48","default","4.8","Mata hype com negatividade. Amigos: cansados.","#FF8F1F","medium","-10","580b1bb3d672"
"KRV-212","RaidKing","meme","42","Influência","55","default","5.5","Faz raid todo dia. Retorno: nenhum.","#FF8F1F","medium","-13","90552c1babda"
"KRV-213","BotCursor","meme","41","Impulso","53","neon","5.3","Cursor que clica sozinho. Automatização da preguiça.","#FF8F1F","medium","-12","aec36ed92540"
"KRV-214","FakeProof","meme","39","Informação","50","default","5","Print forjado. ""Prova"" que não prova nada.","#FF8F1F","medium","-11","3fb0938004cb"
"KRV-215","CapLock","meme","37","Impulso","47","default","4.7","CAPS LOCK travado. Civilidade: impossível.","#FF8F1F","medium","-10","18069d32ab19"
"KRV-216","EmojiSpam","meme","43","Impulso","56","default","5.6","🔥💯😂👏🙏 sem contexto. Comunicação: comprometida.","#FF8F1F","medium","-13","93aba45d18c1"
"KRV-217","LinkShady","meme","45","Ganância","58","neon","5.8","Link suspeito. ""Clica que é seguro"". Spoiler: não é.","#FF8F1F","medium","-13","9927533cdd92"
"KRV-218","NotifFlood","meme","40","Impulso","52","default","5.2","Notificações infinitas. Sanidade: esgotada.","#FF8F1F","medium","-12","7b71a92bb383"
"KRV-219","PopupHell","meme","44","Consumo","57","neon","5.7","Popup dentro de popup. UX: crime.","#FF8F1F","medium","-13","70d4855f8759"
"KRV-220","AutoReply","meme","38","Preguiça","48","default","4.8","Resposta automática. Contexto: ignorado.","#FF8F1F","medium","-10","70557fdbbb0d"
"KRV-221","TempUsed","meme","42","Consumo","55","default","5.5","Template usado por 10k pessoas. Originalidade: zero.","#FF8F1F","medium","-13","6f6d752a0198"
"KRV-222","AlgoTrap","meme","46","Informação","59","glow","5.9","Armadilha algorítmica. Escape: impossível.","#FF8F1F","medium","-13","881f88d50029"
"KRV-223","TrendQueima","meme","43","Impulso","56","neon","5.6","Trend queimado em 24h. Duração: efêmera.","#FF8F1F","medium","-13","210420ad496a"
"KRV-224","CancelMaçon","meme","41","Impulso","53","default","5.3","Cancelamento seletivo. Critério: narrativa.","#FF8F1F","medium","-12","7acaf9ad46e9"
"KRV-225","RugPull","meme","47","Ganância","59","glow","5.9","Projeto sumiu com dinheiro. ""Rug"" clássico.","#FF8F1F","medium","-12","14392379a268"
"KRV-226","BotArmy","meme","39","Informação","50","default","5","Exército de bots. Opinião fabricada em massa.","#FF8F1F","medium","-11","2016f5c015d9"
"KRV-227","MetaShift","meme","45","Influência","58","neon","5.8","Meta mudou. Estratégia: obsoleta overnight.","#FF8F1F","medium","-13","6b7bd79c7d84"
"KRV-228","IACopyGod","viral","72","Informação","82","glow","25","Copywriter que perdeu emprego pra IA. Agora vende curso de ""IA pra copys"".","#FF3EC3","high","-10","2753bcba73bd"
"KRV-229","PixFlexer","viral","68","Ganância","78","glitch","22","Mostra Pix de R$50k. Real: print editado. Flex fake documentado.","#FF3EC3","high","-10","9081b4ebdfa0"
"KRV-230","AlgoCrown","viral","75","Influência","85","glow","28","Dominou algoritmo. 10M views. Identidade: refém do viral.","#FF3EC3","high","-10","e681c759a281"
"KRV-231","BurnoutKing","viral","70","Preguiça","80","glitch","24","Burnout crônico. Reclama 24/7. Trabalha: 15h/semana.","#FF3EC3","high","-10","dcb7be8c37a3"
"KRV-232","CriptoWhale","viral","76","Ganância","86","ghost","29","Ganhou milhões em cripto. Perdeu tudo. Voltou. Repetiu.","#FF3EC3","high","-10","491d0d29ce39"
"KRV-233","TrendMaker","viral","73","Influência","83","glow","26","Cria trends. Não participa. Observa o caos que criou.","#FF3EC3","high","-10","0274489b8a70"
"KRV-234","ToxicGuru","viral","69","Impulso","79","glitch","23","Guru da toxicidade. Engajamento: ódio puro. Funciona.","#FF3EC3","high","-10","5702bea5d4fc"
"KRV-235","MemeLord","viral","71","Informação","81","glow","25","Rei dos memes. Criou 50 virais. Anonimato: preservado.","#FF3EC3","high","-10","d824bbd98c0a"
"KRV-236","HustleMito","viral","74","Ganância","84","glitch","27","Vendeu R$10M em infoproduto. Conteúdo: promessa vazia.","#FF3EC3","high","-10","c3a7be276918"
"KRV-237","DropKing","viral","67","Ganância","77","glitch","21","Dropshipping de R$100k/mês. Margem: 2%. Stress: 100%.","#FF3EC3","high","-10","5d2e9c07f0c9"
"KRV-238","CancelSurv","viral","70","Impulso","80","ghost","24","Sobreviveu 5 cancelamentos. Imunidade: adquirida.","#FF3EC3","high","-10","eaa077d6d18c"
"KRV-239","ShillLegend","viral","72","Ganância","82","glow","26","Shillou 100 projetos. 2 deram certo. ""Taxa de acerto alta"".","#FF3EC3","high","-10","eec4fe0e5638"
"KRV-240","RageProfit","viral","68","Impulso","78","glitch","22","Lucra com raiva alheia. Engagement: ódio monetizado.","#FF3EC3","high","-10","69883b1b6468"
"KRV-241","ViewAddic","viral","73","Influência","83","ghost","26","Viciado em views. Faz qualquer coisa. Limite: não existe.","#FF3EC3","high","-10","f2bc3a35765a"
"KRV-242","AlgoFalha","viral","71","Informação","81","glow","25","Falha algorítmica. Mundos trocados. Caos temporário.","#FF3EC3","high","-10","7692af6e7be6"
"KRV-243","ViralBug","viral","69","Informação","79","glitch","23","Bug que viralizou. Exploit em massa. Patch: 3 dias depois.","#FF3EC3","high","-10","efbef6f8219c"
"KRV-244","TrendExplos","viral","74","Influência","84","glow","27","Trend explosivo. 100M views em 48h. Burn out coletivo.","#FF3EC3","high","-10","5677ae3ab40f"
"KRV-245","MetaChaos","viral","70","Impulso","80","glitch","24","Meta quebrado. Tudo viável. Caos criativo temporário.","#FF3EC3","high","-10","c2efdcb1f75c"
"KRV-246","CancelWave","viral","72","Impulso","82","ghost","26","Onda de cancelamento. 50 alvos. Esquecido em 1 semana.","#FF3EC3","high","-10","c4951a6f7550"
"KRV-247","HypeStorm","viral","68","Influência","78","glow","22","Tempestade de hype. Expectativa: impossível de cumprir.","#FF3EC3","high","-10","addee0ed48be"
"KRV-248","AlgoRoi","legendary","90","Influência","93","holo","100","Rei do Algoritmo Vivo. Controla o feed. Todos servem.","#6DFFB7","legend","-3","2a3acffd6280"
"KRV-249","BurnSaint","legendary","88","Preguiça","90","ghost","80","Santo do Burnout. Transformou exaustão em movimento. Culto formado.","#6DFFB7","legend","-2","7e55b826b166"
"KRV-250","CaosDigital","godmode","98","Impulso","99","dark","500","Personificação do Colapso da Interface. Quando algoritmo ganha consciência.","#FFD700","god","-1","705111f69e9e"